review,sentiment
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"This movie is George C. Scott at his very best, Bernard Hughes at his very best and Diana Rigg at her most pithy, and of course Paddy Chaevsky writing at ""masterpiece"" warp! There are also very brief snippets of future biggies like Susan Sarandon, Stockard Channing etc., who have one scene lines that you don't necessarily spot until your fifth or sixth time watching. Nancy Marchand as a young to middle age nurse supervisor is also superb, as well as practically every ""face"" in Hollywood of 1970.<br /><br />It is one of the few movies that gets better the more times you see it. Watch for the ""surprise"" scene ala ""Wait until Dark""! This is one of the few movies I have ever bought on DVD. It is that superb.",positive
"If the screenwriter and director intended to open hearts with the movie as the musician wanted to do with his music, they succeeded with me. Commonplace human situations became original, personal and immediate so that I personally felt touched by each situation. I believe I would credit the power of music combined with the point of view of the person writing the movie. Without spoiling, I can say that I was very moved by the movie's approach to living. Haven't actually cried out of-what- joy? empathy? just deep emotion? in a very long time. I would love to find a way to show it to others. Saw it at Seattle International Film Festival.",positive
"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the heroine in Emma. The film also stars Toni Collette(Who has okay but has been much better) Ewan Mecgreger(Who has also been better but he is still very good here) Alan Cumming(Who I have never really been impressed with and is pretty much the same here) and Jeremy Northam(Who's performance is rather wooden at first look but actually fairly subtle, even if that was not what it needed) There have been much better adaptations of Jane Austen books but this one is still very entertaining and worth watching.",positive
"This was a fantastic movie about two people, one a young teenage girl, and the other, a middle aged man, who are each looking for someone to help them fulfill a certain emptiness left by former loved ones.<br /><br />Both actors give brilliant performances that various audiences can relate to. The script, although written by Gorman Bechard, seems as though it was written from a woman's point of view. And at the same time, men can relate to the male characters because of how well they were developed and described in the movie.<br /><br />The end of the movie has an unusual but powerful and unexpected twist that leaves you speechless. I would recommend this film to anyone who has ever felt lonely or abandoned by a loved one. It is clear in this film that you are not alone.",positive
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",positive
"No more corned beef and cabbage for her!<br /><br />This little romantic comedy clips along from scene to scene with a few exotic twists (some imaginary scenes and a costume party). All of this is centered around the wife of the husband(s) who is looking to break out of the doldrums, played by Gloria Swanson (she is twenty here!). Both the leading men have a natural air that is convincing and of course Swanson is perfect in all kinds of moods, from frivolous to worried to hopeful. <br /><br />Behind all the games and apparent lightheartedness is that old serious problem of staying in love and not straying in love. There's a little corniness, but director DeMille is on top of keeping it snappy and believable in all. As with many films from this period, the subtitles do not just tell what they are saying (or thinking) but often give a kind of philosophical insight, as if to justify the tragedy (or raciness). And there is that higher purpose here, probably better without the instructional text, but it's part of the narrative style, and it's kind of quaint. <br /><br />If you are looking for visual or formal amazement, you won't find it here. But as a story, well acted, and filmed with precision and economy, it's really a great example. The events might not come as a total surprise, but it's such a modern love story, set almost a hundred years ago, it's a gas. And did I saw Swanson was perfect?",positive
"I wish ""that '70s show"" would come back on television. It was the greatest show ever!!! They should make episodes between the other episodes but of course that would be confusing. But I wish it would come back and make more episodes. Please come back... The show was absolutely hilarious. You couldn't laugh without seeing an episode. There is a really funny part in every episode and plus the show was so much better when Hyde and Jackie were going out with each other. Those were the best episodes. ""That '70s show is the best"".... It will be and always will be the best show ever. It was really sad when the show ended. They should make new episodes.",positive
"I am writing this with 10 minutes left before the film finishes. I feel comfortable writing it now, because unfortunately I know exactly how this film is going to end.<br /><br />The premise is simple enough, rabid dog on the loose in a small town, kills people. Great - simple plot for a good fun camp 80s horror.<br /><br />Uhh ..no.<br /><br />The main problem is this is based on a book (Stephen King) and you can tell that is should not have really been adapted to film, at least not with the same plot. Why? Cuz its boring! The first 45 minutes tries to build depth to its main characters and create suspense. It however lasts too long (half the film!) - the characters are unlikeable and we never care for them anyway, and it just about creates zero suspense. The easiest film (according to plot and time) to compare this to it the classic Jaws. Everything that Jaws does right, Cujo does wrong. Jaws created good characters and a genuine feeling of dread. Cujo does neither. Jaws effectively creates a scary, creepy villain in its shark. Cujo has a dirty St Bernard running about growling and jumping, and not a lot else. Jaws is exciting and unpredictable. Cujo is a tireless bore that remains predictable right to the end.<br /><br />Also confusing is the plethora of subplots that just act as boring red herrings to the films main plot.<br /><br />If this film was rewritten for the big screen and had a better director this could have been good. But it wasn't. It was a waste of 90 minutes of my life.<br /><br />People on here are saying this is one of the best King adaptations - Im sorry you could not be more wrong. The Mist is a hundred times better, Thinner is 10 times better and even the one with the cats is twice as good! This in my opinion is one of the worst! The only good thing was the action scenes with the dog looked real, even though they were dull.<br /><br />Films ended now, and it didn't get any better. Avoid.",negative
"well, i hated knocked up, i despised 40-year-old virgin, and this little gem is a worthless piece of trash movie. do yourself a favor, and skip it. i admit, i don't like the actors in this movie, and after my 18-year-old son showed me the cover of the DVD, i was like, ""i wouldn't like that movie,"" but at his insistence, i decided to give it a try, unfortunately. <br /><br />about two minutes into the movie i turned it off, i was so offended. it's just disgusting. any decent person would be offended by the filth in this movie. call me old fashioned, but shoving your pussy juice-covered hand into your friend's face so he will know you ""got some"" is over the line of decency, in my opinion. yeah, that's how this putrid little film starts, and i can only imagine it gets much worse from there. another real winner for Mr. Rudd. i bet he's proud as punch. imagine if you could only get worthless roles like he gets, would you stay in movies? despite the pay, i wouldn't. <br /><br />i should have known better; next time i will.",negative
"I have to say this is the worst movie that I have ever watched in my life, I cannot believe that I wasted $10 at blockbuster ; this movie should be burned and who ever thought of it has issues. Who ever actually spent money to make this movie was insane =D This movie has TERRIBLE actors and some of the scenes make absolutely no sense. Well, the whole movie doesn't make sense. Also the part where those ""men"" come into the diner ( department of national securities )that happened to be the worst part of the film. How dare they say Frank Sinatra's name in vain? Also, what is up with those glasses? When the guy and girl are in the car and she ""drinks"" water, you can totally tell that she isn't even drinking! Also, what is up with the freaky dinner guy. And everyone knows that you don't stab tires, you slash them.",negative
"This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!",positive
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"This is the second Baby Burlesk short to be released, and probably the most popular one, is a spoof of the 1926 silent film What Price Glory.<br /><br />I watched this and I do not understand the kiddie-porn that is being claimed. It is just a cute little film. I have seen family shows that I grew up watching in the '80's and '90's that had little girls dressed more provocatively acting in a 'mature manner'. It was more provocative because they WEREN'T dressed in diapers. There's nothing provocative about a diaper unless you have one of those fetishes. (just a joke) I read that description of the movie and where it states only a pedophile would enjoy watching this. That is sick. To me, if you watch this and are bothered by it, then maybe you need to look into your own psyche and try to figure out why it bothers you. It is an innocent film that was made as a parody of another film. All of the B.B. films were parodies, nothing more. The parodies/spoofs of today are graphic in nature and have true almost pornographic scenes and quite vile language. Shouldn't those be more appalling? I can watch those without issue, but they sometimes take children's stories and turn them into filth on those parodies. That is what should get under your skin. Not that they babified (not a word, I know) an adult movie from 1926, because we know how PORNOGRAPHIC those silent films were, huh? Not to mention those 'Forbidden Hollywood Pre-Code era films' so vile and filthy. They would NEVER make such filth today? (note the sarcasm)",positive
"Um .... a serious film about troubled teens in Singapore, a country I have not much knowledge on but have the previous wrong impression that all the kids there are highly disciplined and controlled by their family and government. Well, I guess I am wrong, just like other cities/ countries, they also have their troubled teens who also lead the not so surprising rebellious way of life of drugs, fights, bad language, and .... many other obvious signs of being a bad boy. The surprising part of this film isn't really about how these kids running around causing themselves and others trouble, but rather the subtle gayness hidden behind their so call loyalty between them. The bond between these ""brothers"" may very well originated from an unconscious gay tendency inside these boys. Though it isn't uncommon for str8 guys to have very close friendship with each other, but watch this film closely, it should be entering all sorts of gay film festivals and I would not be surprised that it may win itself a lot more awards toward this direction!",positive
"As always Joan Hickson is wonderful as Jane M. Subtle, sharp and aware. I do not wish to dwell on her acting skills as they are praised enough on this site. I would like to criticize some of the smaller parts as the rest of the cast seemed to be hand picked by director David Tucker.<br /><br />Liz Fraser's performance as Mrs. Bent (the mother of the missing girl Nora) is a joy to watch. Subtle and deeply moving as the alcohol-depending grieving mother who loves and misses her daughter desperately. A good long shot of her monologue (thanks Tucker!) so she can be enjoyed to the fullest. I was moved when I saw her the first time when it was broadcast and I am moved again, now I have it on DVD. Brava.<br /><br />Joanna Hole as Madge the tour-guide I find highly amusing. She is on the edge of over-acting but her role can have it. She is SO funny as the over-organized guide who wants to do good with everyone on that bus, I find her hilarious. Her reaction after she boarded every-one on the bus is great... As always: to perform comedy one has to take it very seriously, and that's what Ms Hole does.<br /><br />I do hope those two ladies have good careers (as I live in Holland I do not know if they have, not all theater productions can be googled...) -their performances on the screen deserve it.<br /><br />Pieter",positive
"Soldier isn't a great movie, and everyone that hated it has plenty of good reasons. But I liked Soldier alot, partly because my expectations were so low that what I saw surprised me.<br /><br />First, the art direction is tight and well executed. As far as science fiction backdrops go, Soldier was doing things with more design then 90% the genre. The sets, costumes and props were all consistent and competently executed; I didn't love all of their future military style, but I was impressed with the effort. For me, this made the movie worth the time it took to watch.<br /><br />Second, I'm a Kurt Russell fan. I grew up watching this guy in some of the most memorable movies of my youth ... The Barefoot Executive and his John Carpenter films. Soldier is essentially an action movie, and the role of Sergeant Todd is an essential action hero. It's not an award winning role, but Kurt musters up convincing emotion with VERY little dialog.<br /><br />Third, the fight scenes and battles are well choreographed. This isn't iron monkey, or even the matrix, but once again, it far exceeds the average level of quality in the genre.<br /><br />If you haven't seen it, and you like sci-fi action films, pick it up if you pass at your rental depot of choice. Just don't expect the next Bladerunner.",positive
"All I can really say is that I'm glad that I was knitting socks while watching the movie, or I would be very angry for having wasted 2 hours of my life. The acting was terrible, the plot was even worse. There were some scenes that were meant to be serious that had my husband and I laughing out loud. I highly recommend this movie to people who like to do their own version of MST3K.",negative
"There is a certain genius behind this movie. I was laughing throughout. The scene in the phone sex office, discussing how love heals the doppelganger was a nice attempt at this genius/humor. Execution is poor, but you can see the writer's message and they do have some talent. The doppelganger split at the end was like... ""ok, wasn't quite expecting that but let's see what the movie has to say"". Certainly ridiculous, but a sweet idea and actually very coherent to the story in a strange way.<br /><br />Is the point of a movie to be logical or is it to be entertaining or communicate on an emotional level? i'm easily bored by many movies, but this one kept my interest throughout.<br /><br />I think the story may have some auto-biographical roots, but that's just a guess. Horribly bad, but good. I'm looking for other movies this person may have done (with more experience).",positive
"It was very refreshing to watch this beautiful movie. The director maintained focus on the main subject without venturing into side plots (the doctor's family or stories of the other hospital patients), that are so typical of Bollywood assembly-line products. He kept the narrative simple to comprehend and made sure all the actors are true to the characters that they are supposed to portray. The rustic ways of the grandfather in the clinic, the cold and unemotional behavior of the surgeon, the zeal of the social worker gave the movie a feel of genuineness. I am also glad that the director did not fall for the temptation of adding songs or special effects and reduce it to the level of Anand or Safar. A couple of scenes toward the end of the movie, such as the boy visiting other blind children and a blind worker's workplace and also the final scene where the boy claps at the sound of splashing and birds chirping are sure make your eyes misty.<br /><br />Many Bollywood players do not realize that Oscar committee members value simplicity of the subject and genuineness and brevity of the movie more than the glitz and glamor. Shwaas is certainly a better nomination than Lagaan, which dealt with a subject that has already been beaten to death. No MPAA member is willingly going to suffer through 4 hours of jingoistic drama and a lot of song and dance.<br /><br />I look forward to more movies from director Sandeep Sawant in the future.",positive
"Well you take O.J. Simpson as a all american soldier turned all american bus driver who decides to rescue his passengers on his own just incase no one else is going to and Arte Johnson in an absolutely straight role as the tour guide who doesn't know what to do but doesn't want to admit they are in trouble and combine it with Lorenzo Lamas as one of three baby faced bad boys who intend to kidnap an heiress and leave a busload of people to die on the dessert and you have got to have action, plot twists and a lot of drama. Everyone was good but seeing Lamas as the baddest of the bad boys really blew my mind. He was much too believable as the overbearing bad guy who not only wanted to kidnap the heiress but rape the women and humiliate the guy who tried to stop him. This was evidently long before he cultivated his good guy image. And believe me a 20 year old Lorenzo in tight jeans you really don't want to miss!",positive
"Two Hands is a highly enjoyable Aussie crime caper, which ultimately succeeds by the way the film easily combines tense dramatic moments, with very funny characters and situations, to give the film the right balance and feel. The comedy of the film occurs naturally, and the laughs haven't been set up too elaborately & haven't been too worked at. It really is very funny, thanks to the fact that each character in the movie is excellently cast, and that each actor/actress recognises and can relate to the Aussie humor. They portray it very well and very realistically. Of course, they're helped out immensely by a fantastic script by writer/director Gregor Jordan. I was reading another review of this film by an American who had seen it, and he heavily criticised it, basically passing it off as a Pulp Fiction clone. I think that that's just rubbish. This film isn't trying to be Pulp Fiction, the feel and style of each of this excellent films are totally opposite. Without wanting to sound superior or arrogant, I think to fully understand this film; the humor, the sincerity, the characters, etc....you have to be Australian, or at least understand the culture, which the other guy obviously didn't have the faintest clue about. Some Americans, whose reviews of certain non-American films, seem ignorant to (and have trouble comprehending) anything that isn't an American product. It's a real shame, because this is a really great film. The love story featured between the main character and the girl is also portrayed in a very real, sincere and sweet way. I'm very proud to have this film in my collection. 4.5 out of 5.",positive
"Don't watch this film while, or soon after, eating.<br /><br />Having said that, Begotten will stick with you for the rest of your life, like it or not. Based on the nihilistic philosophy that life is nothing more than man spasming above ground (to paraphrase the title sequence/introduction), this will more than likely contain the most intense and grisly imagery you'll ever see in a film.<br /><br />There is no dialogue, only image after image describing the cycle of life. The film's combination of stark black and white photography compounded with some truly creepy background sounds work to drive home the maker's message.<br /><br />The movie begins with God (portrayed as a bandaged and obviously insane man) slicing open his torso with a straight razor and subsequently dying in his own filth. After his death, Mother Nature emerges from his corpse to impregnate herself with his blood and semen and gives birth to Man, represented by a maggot of a human convulsing on the earth.<br /><br />The landscape is a barren waste, populated by hulking shrouded humanoids who eventually happen upon Mother Nature and Man. After a slew of violent scenes depicting the rape of Nature and destruction of Man, these humanoids proceed to pound the remains of the corpses back into the ground, and the cycle of life begins anew.<br /><br />I actually rented this from Blockbuster one night, based on the cover art and hype content, but this is definitely not a Blockbuster-type film. Don't expect narrative, dialogue or any pulled punches. This is intense imagery based on a dark subject.<br /><br />I give this movie some high marks for the filmwork and audio, but I don't think I'll be watching it too often, if again. I like my movies dark and unique, but this one is exponentially more than I expected.",positive
"I know it's not original, but what the hey? What else can be said about it? I feel unutterably silly just paying any attention at all to ""From Hell It Came"". The movie makes the important political and social issue of fallout from atmospheric atomic tests seem a matter for joking and dismissal, not the concern and alarm being raised by scientists all over the world at the time.",negative
"As a South African, living in South Africa again after a 32 year stay in the UK, I am sorry to say that this movie is a huge disappointment. The three main problems I had with the movie was a) why Swank and Ejiofor - an American and a Nigerian - to play the leads. This country is bursting with talent and has no need of imports... b) Gillian Slovo has been trading off her Struggle credentials for years now. She's a very mediocre writer and even her novel doesn't stand up the flaccid direction of Mr Hooper... and c) Hilary Swank again, such a great actor, as proved in Million Dollar Baby (but that's Eastwood too), here dressed in the contemporary New York style whilst roaming freely around the poverty of the Karoo. Where was the consideration and sensitivity needed by the costumer and director? Yes, the film is ultimately moving - how could it not be? - but the overall mood at the conclusion is one of tremendous letdown. Heart's in the right place but needs a pace maker.",negative
"This movie should be called ""plan 9 from joseph smith."" i think its weirdness is underappreciated. the playwright seems to have read paul ehrlich's ""the population bomb (1968),"" and crafted a musical response made especially for mormons. the whole point of the play is that having as many children as you can is part of ""heavenly father's"" (god's) plan. and anything that stands in the way of having more babies is very bad. get it?<br /><br />This version was filmed in 1989, which is confusing. it's utah, so it looks and feels like 1983, the play was actually written in 1973, and of course, the theology is part 1840's, part battlestar galactica. some of the action takes place on earth and some in the ""pre-existence, an aimless romper-room where annoying kids wait to get their bodies so they can come down try not to slam the door on the missionaries, losing their shot at celestial glory.<br /><br />it is as stagey as they come, but don't let the poor theatrics spoil your appreciation for this demented mormon universe where the 'cool kids' are all into population control, (presumably) counseling their parents not to have any more children!! having big families was, at the time the play was written, the cultural norm in the lds community, and more importantly, considered part of God's plan. the church has since done a 180, and have made family planning a choice of the parents, and large families are much less the cultural norm now. making the entire doctrinal premise of the movie for a modern-day mormon moot!<br /><br />ahhh but it's really only as good as the music. there are some catchy tunes here that just won't let this movie die the 1970's death it was pre-destined for. the brother and sister sing some love songs to each other that make you wonder if maybe something else was going on there --wink. and the tough, cool kids make new kids on the block look like metallica. so cheers to all that! gather the family around, make some jell-o shooters and enjoy the show!<br /><br />",negative
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",positive
"As winter approaches, our state-owned broadcaster, the ABC, has decided for some reason to have a partial Jane Austen Festival on Sunday nights. This commenced with a twelve-year old movie length version of ""Emma"" last Sunday; more recent versions of three other novels, ""Persuasion"", ""Northanger Abbey"" and ""Mansfield Park"" are to come.<br /><br />The curious thing about this production by A&E Television Networks, with script by the ever-reliable Andrew Davies, is that it appeared almost simultaneously with two much bigger budget movie versions, one starring Gwyneth Paltrow, and ""Clueless"", a ""modernized"" version, starring Alicia Silverstone, which transported the plot to Beverly Hills. Perhaps as a result, even with Kate Beckinsale in the lead, this production sank without trace.<br /><br />As a general rule, much is lost when novels are shrunk to fit feature movie length. The adaptations one tends to both enjoy and remember are those which have adequate room to develop both story and characters. An outstanding example is ""Brideshead Revisited"" which had 13 50-minute episodes back in 1982. You only have to compare the very ordinary movie-length version of ""Pride and Prejudice"" in 2005 with the brilliant 1995 six-part TV mini-series. It's not that a novel should be filmed page by page, and some novels (often not very good ones) adapt wonderfully to film (""Atonement"" is a recent example), but novels of the Jane Austen sort need some time and space to exert their full charm.<br /><br />Given the shortcomings of this type of adaptation, this production is OK. Kate Beckinsale gives Emma the right mix of self-assuredness and vulnerability and Mark Strong is a forthright Mr Knightly (he reminded me that Jane tended to recycle characters  Knightly is a more articulate version of the moody Mr Darcy of P&P). Samantha Morton was a rather limp Harriet but Prunella Scales got the blabbermouth Miss Bates perfectly  Sybil Fawlty on speed. Bernard Hepton as Emma's feeble father was also excellent. We saw the damp countryside, the mud and the poverty as well as the posh interiors, in case anyone thought this was a particularly idyllic age for everybody.<br /><br />Even though this was a condensed adaptation it was oddly slow in places  some of the conversations were rather stilted, even allowing for the formalities of the times. I'd have to look at the film again to be sure, but it might be due to the under-use of reaction shots.<br /><br />If you do like filmed period stuff this is a perfectly nice example, and compares well with the Paltrow version. Anyway, there is more to come!",positive
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",positive
"Directed by Diane Keaton and adapted from a book by Franz Lidz. A young mother Selma Lidz(Andie MacDowell)is battling a very serious illness and her self proclaimed inventor husband Sid(John Tururro)is a little lacking in the emotions department. Unhappy with the new home situation, their sensitive son Steven(Nathan Watt)decides he wants to stay with his two eccentric uncles Danny(Michael Richards)and Melvin(Lou Cutell)until his mom is well. Steven seems to be happier and even takes interest in his strange uncle's living habits; he even decides he wants to change his name to Franz. Set in the early 60's, this drama is a bit comedic...change that to zany. Not being a MacDowell fan, UNSTRUNG HEROES assures my attitude; albeit I enjoyed the film and it is not a total waste.",negative
"Ann-Margret did the best job she has ever done in her history of film making. I felt as if she WAS Mrs. Frey. There might be one or two films of Ann-Margret's I have not seen since her film debut in ""Pocket full of Miracles"" with Betty Davis in 1961. I feel she has been totally under-rated in the industry. Though she was nominated for an Emmy Award for this role in ""Who Will Love My Children,"" she was overlooked. Like she was nominated for an Academy Award for her roles in ""Carnal Knowledge"" and ""Tommy,"" she was snubbed. Over all, I think everyone did a superb acting job including all the children in ""Who Will Love My Children."" Yes, it is a sad movie (as true stories can be), but well worth the time. Thank you.",positive
"I honestly fail to understand why people love this show so much. A friend of mine watches this and since I like sci-fi, I tried to watch along since the plot of the show sounded promising, but in truth it really is a very boring show. The only thing that will keep you awake during this show are the video game-like CGI-effects and the complete overuse of muppets. Note that I call it muppets because they actually really look like muppets, not like the aliens they should be.<br /><br />Speaking of which; the muppets and make-up effects are horribly overused in this show. You have this guy who could be best described as a alien/dwarf-hybrid, you have a pale girl who looks like a cheesy vamp-girl, you've got a floating potty-mouth frog-alien... It just feels very unnecessary and furthermore even to the point that you feel distracted from the whole storyline about a lost astronaut.<br /><br />Every episode is also too much of a stand-alone. The creators of this show directed this in such a way that every episode almost feels like a whole other show. At least up until the point that you see the main-characters/muppets again, that is. The whole plot about the main-character getting back to earth is way to much pushed to the background at points. The acting is also quite bad.<br /><br />Conclusion: if you want good sci-fi, just look somewhere else. This isn't even real sci-fi to begin with in my opinion, since the show is more aimed at fantasy-elements with all the puppetry and weird dreams going on. And if you just want to see muppets then I suggest you watch the Muppet Show and feel glad that this abomination of a show has come to a end.<br /><br />By the way; doesn't anyone have dejavu's with the concept of a living spaceship? Ohyeah thats right; Doctor Who started that concept almost about 30 years ago! This show is like a collection of 'sci-fi' leftovers. Scripts and events that were abandoned for a good reason, only to be picked up by this horrible show.",negative
"A Disney movie that dares to do something different should at least be awarded for effort. ""Holes"" doesn't make the same mistakes as one would expect from a Disney movie about troubled teenagers put in a camp. For the first time events are not explained in details. The flashback scenes really do serve a purpose and present several mature topics that may surprise the viewer. I must admit that at first I was a bit put off by the seriousness of the movie. But soon I realized that we had to endure those moments to see the beauty of the story. Besides the story this movie also does a good job of questioning some methods that are used in correctional facilities. (One example where Caveman is forbidden to teach Zero to read because they have to dig holes in order to build character,like learning to read won't contribute to that). ""Holes"" is a movie that is smart and beautiful. A must watch!",positive
"Growing up with the Beast Wars transformers, I wasn't very familiar with the original Transformers, and now that I have seen the awesome movie, and now that I have seen the older cartoon on which it's based, I have to say I like the original cartoon and the live action movie more than Beast Wars.<br /><br />Not that I don't like the BW characters, I just think that characters like Optimus Prime are better than Optimus Primal.<br /><br />I mean, ""AUTOBOTS TRANSFORM AND ROLL OUT!"" sounds a lot better than ""MAXIMALS MAXIMIZE!"" The voice of the original Optimus Prime still makes me a strong believer that he's a real commander, more so than Optimus Primal.<br /><br />Besides, Powermaster Optimus Prime is a lot more powerful than Optimal Optimus. Just look on the web! <br /><br />Megatron in the BW character seemed more like a humorous version of the more evil version of him in the original series.<br /><br />Besides what's cooler, robots changing into animals or robots changing into vehicles and spaceships? Gimme the original Transformers any day over Beast Wars!",negative
"This is an exquisite film about the search for some bliss in everyday life. The pacing, the camera work, the emotion, the haunting musical score and the pure charm of this picture make it a must see. It isn't easily appreciated by the immature or emotionally stunted. The only flaw I can see about this film is that it wasn't captured in a more technically perfect film format. It deserved Todd-AO, Technicolor and the very finest sound format available.(An intimate film can be made in seventy millimeter.) The gorgeous Italian villas effect on its inhabitants would have rendered even more lushly and the small lovely moments would be even more beautifully seen and heard. As it is, it still demands attention as a sweet moving small film. I can't stop myself from watching it every time it comes on satelite. The transformations of the characters from contained, tight and mistrustful is always a joy to watch and I really should recommend it more often.<br /><br />The casting is perfect, the mood is perfect, the acting is above reproach. It is a film about middle age and the choices people make.It is deep and thoughtful without beating the viewer up with heavy handedness. Watch it in one sitting and let it have its effect on you. If you don't get it, perhaps you haven't lived enough, or something else is wrong with you.",positive
"Why, o' WHY! ...did I pick this one up? Well... i needed a no-brainer in the summer heat, and the cover looked cool.<br /><br />Of course I should've known better. This is a really, really bad movie. And it gets embarasing when the makers know it's bad, and try cover it up by adding some sexy/beautiful women, and some sex-scenes to it. Well, folks... it does'nt cut it, does it!<br /><br />If you WOULD like a cool movie about a big reptile that is actually very, very good, well-played and funny: go rent Lake Placid! (that is an order)",negative
"i can't believe how dumb this movie truly is. the storyline (written by keira knightley's mother) is what ruins the movie to the extreme. it is straight out dull, absurd, and makes absolutely no sense whatsoever...<br /><br />this movie lagged so bad for most of it, especially at the beginning. the story just kept going on and on about their everyday flirts with each other, often times seeming like a threesome. in this movie, you have an annoying deadbeat couple (the poet and his wife) who are complete total drunks from the start. the wife sleeps around with other men to make ends meet, while the poet is a pervert who thrives on cheap boos and women. the wife, who waaayyyyyy too quickly becomes friends with his former childhood lover (played by keira) suddenly gets jealous, knowing full well that the two were lovers since they were kids. something doesn't seem right here....i mean, come on... get with the program lady! what'd you expect.<br /><br />bottom line is: former lovers meet again with new wife embracing it, then gets jealous, then former woman lover gets married and her husband gets jealous, bombards the crazy drunk couple's home, crazy husband calls police, and they end up going to court for the man's attempted murder charges. that's it summed up in a nutshell...<br /><br />this movie had it's moments such as the quality and good acting by cillian murphy, but other than that, i cannot believe i watched it... i complained about it during the movie and some family members watching it with me fell asleep. i decided to give it a chance and i should have stuck to my first instincts.",negative
"I'm sorry to see that it has been rated that low by many people. The series started off very good and after the first season it wasn't that good.<br /><br />People tend to forget the beginning of something and only look at the end. This is not good to do, you should look at the total, not the end result. It is sad that a lot of the ""usual"" characters died but, damn, we had a lot of nice NEW characters.<br /><br />Please do not attach yourself to a few characters but attach yourself to the series, the plot. Please do understand that I didn't like it when Boone died, when Augur died but well... it needs to be done. Can you imagine that everyone keeps living the whole series when they are in a lot of danger all the time? Come on, face it, if they didn't die they would be invincible. In this way you will always keep the tension, will he survive, will he die? I do realize that people attach their selves to characters, I do that too. My favorite character was Augur, the one who could get into every computer he wanted. He was the one who was mysterious, he could do things with the computer no one else could do.<br /><br />I wish to make one statement to all the people who vote negative, does a series which started so good deserve to have such low rating? Should we look at the final season instead of the total? Should we not see how good the series was when it started? Should we not see how much we enjoyed it?",positive
